tweet,Hate_Speech
"@AdamBienkov @JulieBJewellery Winter must be a nightmare for her, all them there scarves on everyone 😏",0
"RT @albawhitewolf: Caps lock and bad grammar... Looks like they're getting desperate.
Can't think why... 🤔 #FinalSay https://t.co/1fiqp25CtA",0
@SkySportsNews  could you tell Sam Allardyce to choke on a fat cock please. That is all 👍🏻,0
@Mike_Dickson_DM @Cricket_Ali Puts fingers down throat.,0
@steveohrourke Outstanding!,0
@SpyderJames66 @washingtonpost Douchbag is hate speech you might get band,0
@tfMichael1892 @rwilliams1947 Here here. Well said Michael. The biggest mercenary door handle to ever play for #NUFC imo.,0
@ITVCentral Disgusting he should be gotten rid of 💉💉💊💊⚰⚰,0
@DailyMirror Good hope the cruel bastard is in a lot of pain,1
@Milbank I hate 2 tweet ignorance but when it goes beyond stupid  you have 2,0
@ABC Let's her keep siting down there. She should be thinking  of  eternity in view and repent of her sin asking God for true forgiveness,0
@CNN I hope his ass gets blown out of the water,1
@Peston This is madness...not only with the economy be hugely effected when we drop off the cliff but people will l… https://t.co/5tnF50OwlY,0
@SkySportsNews @officialbantams At least they didn’t shoot him in the back,0
"RT @chicago_monstr: [GIVEAWAY]

Karena aku lagi gundah gulana mau giveaway pulsa 20k buat 2 orang all operator. Syarat like+rt aja, sekalia…",0
@DailyMirror I guess you can take people out of the desert but you can’t make them humans.,0
@kenvogel @thegarance What a shock. White House ethics issues.,0
@USATODAY Man that Jesus is white lol,0
@PTVNewsOfficial @PTIofficial @fawadchaudhry @AnwarLodhi sir kindly have a look.,0
RT @taengchi309: เพราะไลฟ์มันไม่ชัด wifiน่าจะเข้าไม่ดี พี่แทยอนเลยตบไอโฟนเอ่กอ่ะมึงงงง ไอโฟนเอ่กกก 😂 https://t.co/tNAR6euPbi,0
@caityweaver @DanabethMarie should we go to Chili Corners tomorrow to celebrate?,0
"@AJEnglish Weisselberg doesn't want to die in prison, alone, without family, without proper medical care.",0
"@paydaydesign @afneil @JuliaHB1 Gen 1, 997. Not driven any tracks. Don’t have the balls for it. My ambition had alw… https://t.co/UuVnZrO4BD",0
"@angie_tribecaa @saileenas 
@akshay_vbk78 @joerave 

Well done @BBCHindi @BBC @BBCBreaking !! Now enjoy the… https://t.co/mCBsUuqq17",0
@scram680 @WSJ The North Vietnamese made my grandmother's best friend chop her mom's head off with a blunt butcher… https://t.co/wyEbsu6COb,0
@DailyMail @MailOnline They're a private company they can do what they like say the lefties,0
@nypost This is why I support the death penalty.,0
@begbie_PLI @FantasmaWill @tomEurosport He’s white until he’s 29,0
"What is wrong with people? 

Shocking footage shows workers at farm throwing calf to the ground https://t.co/dJUIat4Z9J via @MailOnline",0
@Planet_Phoebe @Kokomothegreat @MailOnline White people are really just losing the shit these days,0
Man arrested for offering $500 to anyone willing to kill an ICE agent https://t.co/GqKmyx1ve2 via @MailOnline #ice,0
@ABC White anxiety on display,0
@Newsweek The rot at the core of the @GOP,0
@RealCandaceO @jaketapper @TPUSA @CNN It’s because you are an absolute disgrace Candace..,0
"@rebeccaballhaus @PeterWSJ Yeah, no thanks.",0
"@SkyNewsAust @StevenCiobo Good. 
Only the weak reward those who threaten them by paying them money",0
Aspen is really upset that I left her at SFA,0
"This is a great American.
This is what makes America great.
Our world needs more of this.
You are a hero… https://t.co/AY9hs5jTCC",0
"RT @AbbyMartin: After bombing refugee boats, hospitals, weddings, funerals with total impunity, Saudi/US/UK coalition bomb a school bus in…",0
@CBSNews Why in the hell is he comparing death?? I don’t get it!  They all should b thanking God it wasn’t more.  A… https://t.co/o9SyvTsA95,0
@CBSNews He's a racist and called a black woman a dog. You really need to comb through this? Shut up,0
"@nytimes So they grab 18 poor bastards from their prison, execute them and let the real killers ride off into the s… https://t.co/0fjG3naXUv",0
@FoxNews @steph93065 Stop them! Disease! Filth! We have enough in America!!!,0
@jmartNYT I believe Bowdens cheese fell off his cracker!,0
@FAIRImmigration @Reuters @tomhals Just kill us Americans first,1
@RT_com Fuck Turkey,0
"Anyone watching @CNN just heard Josh Hawley acting like a professional, respectable candidate. This is the kind of… https://t.co/rCkb6L3Y4h",0
@CapehartJ @trcfwtt I hate it when people say that.  It doesnt work.,0
@john_gils @steyrshrek @texasnurse12 @McJuststop @jdawsey1 Well at least he knows theres on 50 states  not 57,0
@NBCNews I doubt the families of the three thousand people he left to die would agree.,0
@MailOnline Hope she gets slapped back!,1
"What's up wt eddy mutwe
Now govt has a strike on gheto
#FreeBobiWine 
#freeghetopeople
@qataharraymond 
@AJEnglish 
@BBCNews 
@POTUS 
@cnni",0
@DPJHodges @Arron_banks chock full of racist...are you getting confused with Labour ?,0
"@FoxNews The White House is in full meltdown and you're tweeting about a dog thief?
This speaks volumes. 😂",0
@SherylNYT @RonaldKlain Oh shiit 😰,0
".@ABC/@washingtonpost #POLL

Congress should begin IMPEACHMENT proceedings re President Trump: 49% support/46% oppo… https://t.co/LoBLO99hTM",0
@March_for_Life @sunny .@WhoopiGoldberg just loves supporting those who murder and dismember all those unborn black… https://t.co/o5tyZ6DN1R,0
@CNNPolitics Ya im sure it was thorough. The White(supremacy)House had their fingers in this pie. Kavanaugh roams f… https://t.co/VqLq1txnFI,0
More toxic masculinity ---&gt;Groom interrupts his Alabama beach wedding to save drowning swimmer https://t.co/aCgMiLAIF1 via @MailOnline,0
"@chicagotribune This was a self-conducted interview. Where we're the hard-hitting questions❓
1.) Do you think Black… https://t.co/kOLrYczrVv",0
@nypost They should be put to death if convicted of this. A crime of this nature is as low as a person can get. The… https://t.co/3t0QDed3Wv,1
@SkyNews I hope that he loses that battle and dies!!! Fuck hunters!!!,1
@brianstelter America likes those trinkets.,0
@MSNBC @gailpmason @maddow Pop goes the WEASEL...the WEASEL goes pop!!,0
"@denisehendricks @ali @CNN Stevie Wonder is on the ""Trump is a Racist"" Band Wagon. Have to say good bye.",0
@NPR This administration is just so stupid.,0
اللهُم امطر على قبور من كانوا لِحياتنا حياة و أجعل قبورهم روضة من رياض الجنة,1
@FoxNews Should get death penalty!Not like the baby could fight back!,0
@JStandsForJack1 @Sedibus_MCML @FoxNews @POTUS Is there something wrong with you? No more replies from me.,0
@MsPiggy02 @nhannahjones @VABVOX Is this why it’s okay to call them coons? asking for a friend,0
@GottaLaff @DesignDreamer1 @MSNBC Me either.,0
@POLITICOEurope Not buying it.  They all support their LUNATIC-IN-CHIEF because it lines their pockets.,0
"@LauraD972342 @CNN Were you this vocal, when the white went to South Africa and took the black people's land and wa… https://t.co/DhiEOjEHdK",0
Here you go @BBCBreaking  there’s some news for you. https://t.co/7OU6UU0QLU,0
"RT @DianeDMa1: @TheEconomist @1843mag K. Lets go back to wigs, Sirs. https://t.co/vXVEI5o83O",0
@HuffPost I hate people,0
@GuidoFawkes @sunick51 Yes and she is losing hands down. Boris hasn’t even come out and condoned her.,0
@russianautumn Почему-то сразу так и подумалось😀,0
@MezzoPiana @SkyNews You are nuts take your rose tinted glasses off FFS.,0
@JohnRentoul @matt_dathan We're fucking doomed,0
RT @cindilou20: @FoxNews @BarackObama @realDonaldTrump 1 manufacturing job is worth at least 3 minimum wage jobs! #MAGA!,0
@MSNBC It couldn't be because he lied to the American people that's why I hate Obama,0
@nmlynneheart @MSNBC @maddow @AriMelber I don’t get it either.!Nobody cares. Bannon’s 15 minutes is over.,0
RT @PostOpinions: From @AnnTelnaes: The Trump White House nondisclosure agreement https://t.co/VDzmE6Ls59,0
@maggieNYT @nytimes More of CNN pandering their Straw man Con. Just another CNN fishing expedition.,0
@narendramodi @rashtrapatibhvn @ndtv @CNNnews18 @Dev_Fadnavis Stuck in approach road to Vashi bridge for last 2 hour.POND SIZE POTHOLES HELP,0
@SkyNewsAust @PeterDutton_MP @TurnbullMalcolm @billshortenmp bla bla Shorten's evil. Everyone's bloody evil. Can't anyone get along anymore?,0
@back2skoolagain @Flick_68 @Michael29064006 @HuffPost Most people do look much better without a bunch of goop imo,0
@CNNPolitics Can we survive you violent liberals?,0
@jaketapper @RepAdamSchiff You are a fucking hack.,0
@TheEconomist white people.,0
"@Irizarry45 @ProgBlacksmith1 @jessemckinley @CynthiaNixon @NYGovCuomo Obviously America is ""special""",0
"@maggieNYT June 9, 2016. Sounds like PM was willing to forfeit all his assets vs being hung for treason.  So no wor… https://t.co/HPXKuVpL0T",0
"@nytimes Keep looking, you're bound to find more!",0
"@cnnbrk ""Habibi,  we were just torturing him a little.......""",0
@SkyNews If he orders them to shoot he will go down as the butcher of Mexico,0
@aravindvrahul @SanjeevaniPage @rajanandbjp @vivekagnihotri @jigneshmevani80 @kavita_krishnan @pbhushan1… https://t.co/XiAi6hm5wd,0
@NBCNews Don't make her death political. She deserves more than that,0
@ABC Hope he gets well! I hate being sick,0
@washingtonpost So many stupid people think free speech applies to private businesses. It's amazing how stupid these people are.,0
@FoxNews @FordMustang Lol people need to learn numbers matter more then looks...but we live in a world of its ugly not worth anything....smh,0
"@bigdawg_sd @FoxNews @TigerWoods @realDonaldTrump You're right, #BigotTrump respects nothing!",0
@Xit619 @ta2t2o @joan_moon @NBCNews Wait til you catch the salmonella!,0
RT @edxard: thank god https://t.co/nSNX2GHoQS,0
@nytimes Pure Republican hate !!,0
おはようございます,0
@ABC YOU DESERVE TO BE DESTROYED!!,1
"RT @LucaBizzarri: “Perfetto, raddrizza un attimo...spetta...Presidente un pochino più avanti, ecco non troppo...lo tenga un attimo...perfet…",0
@jeneps @PressSec 𝐁𝐎𝐎𝐌! Sarah Sanders issues Trump White House Enemies List. https://t.co/ZcQ9JYJqs1,0
@robdelaney Bro you need a white woman to call 911 for you,0
"@ThePlumLineGS @JoyAnnReid More specifically, he is doing what WILL WORK. It's called ""move and include"". It is the… https://t.co/7KQm8AH0ME",0
"@abeni_aro @ladondo247 @Alhayat_dot_Ng @cnni Come to think of it, God could just move the Israelites by saying the… https://t.co/S0aSzC4phH",0
"Hate, white supremacist propaganda at high level since Charlottesville: Experts - ABC News - https://t.co/cZhJ1gBcAf via @ABC",0
@ash_gillon @David_Speers @SkyNewsAust He’ll do what Lucy tells him to do.,0
@HayleyMcQueen @JimWhite @PeteGravesSky @SkySportsNews Jim White is slowly morphing into Paul O'Grady!,0
".@KellyannePolls husband 👇🏼👇🏼👇🏼 is correct!
.@PressSec .@realDonaldTrump .@FoxNews .@foxandfriends .@VP https://t.co/ibEru8XSBO",0
@WSJ I wasn't aware white people were missing any rights,0
@OUaTPreachers @mmoszkowicz @AmazonStudios @SonyCrackle @SYFY @netflix @hulu @reedhastings @JeffBezos HOLY SH!T💀 https://t.co/rpalitITXE,0
@ndtv These stone pelters should be shot to death.,1
"@Chronotope Wheaton is by no means perfect, but his feed is not exactly full of him going out of his way to be mali… https://t.co/FrTxj1hUNm",0
RT @amc_sara: Suso y Aurah - Tarde 19/oct #GHVIP19O (Parte 1/3) https://t.co/Mw2os5gcGG,0
@PapaToThem @APSouthRegion @AP You should build a factory here to make them.  Oh you have no clue what that entails. Forget it.,0
"RT @tulaholmes: @HuffPost You can take out the word ""believe."" Fact: Trump is a racist just like his father.",0
"@JamieStelter @brianstelter @patkiernan I wonder if trump will frame &amp; hang them on his wall, he enjoys that as we know @TIME",0
@sommervilletv @louiseelisabet He needs to stand trial in the UK. You can’t have unethical kill squads to hunt them… https://t.co/gi4MSpr3aw,0
@reedgomperts @BostonGlobe What does a white nationalist look like? Other than white?,0
"@afneil No, Galileo is for countries in the EU
Once you agree to funding a project you are committed to paying your… https://t.co/EN997wYuPJ",0
@mattdpearce In tears here ...hope you get well soon ...,0
@think_or_swim @TheEconomist It's more that we're not actually fighting a war against climate change.  The guns are pointing the wrong way.,0
"@tekvsakdan Ce si jo zbudil, ni cudn, da je bla tecna! ;) get well soon! ;)",1
@MBVEGA @BostonGlobe Print the truth without agendas because if you believe you are you're kidding yourselves,0
@FolkandFreedom @FaithGoldy @TorontoStar @TPSOperations Neato. You still rocking the swastika jewelry?,0
"@CBSNews Oh, another racist.",0
@TexTrumper @TessaMentus @jaketapper @KOB4 Oh - explaining how our justice system works is dumb?  Educate yourself.,0
"@washingtonpost How is the majority narrow?
He flagrantly admitted it to lester holt on live tv

How is that larger… https://t.co/HdJF26QZHz",0
@NBCNews NBC your a sorry news organizations and I’m glad your ratings show that! This is horrible! Fake news!,0
@FoxNews Total chicken shit,0
Police investigate after BMW smashes into wall during possible North York street race https://t.co/afzxXU43ij via @torontostar,0
@FoxNews @BetoORourke Slammed by your viewers. Not most reasonable people.,0
@ianbyrne86 @SkyNews She ain’t gonna shag you fella. Save the white knight routine.,0
"@NBCNews c’mon guys, take him down.",0
RT @daveweigel: MAH GAWD THAT'S CHRIS COONS'S MUSIC https://t.co/jhqYBDFHvv,0
@TheDemCoalition @MSNBC @CNN @Morning_Joe @jheil @mikebarnicle @Eugene_Robinson @tomhanks @DeadlineWH @JohnWDean… https://t.co/nk3SviCzdF,0
@darrenrovell @NDFBEquipment Horrible,0
"@DailyMailUK What a fantastic country we live in, I hope all the liberals are proud of what they have done to our country",0
@baneemmi @GaryCarter_1979 Fascist may be strong. White Nationalist would be a more accurate description.,0
RT @asleepystyles: se eu fosse lançar um filme clichê bonitinho na Netflix se chamaria Para Todos Os (quatro) Garotos Que Me Fizeram Acredi…,0
@swood777 @OfficialLivePD @danabrams @TomMorrisJr1 Grace is stunningly beautiful ♡,0
@costareports He means a white racist revolt.,0
Ben Carson moves to roll back Obama-era fair housing rule https://t.co/7aUBtBbM4H via @NBCNews,0
"@DebAdadj71 @OverTheGOP4evr @realDonaldTrump @CNN @MSNBC @nbc @CBS Agreed. 
Every question is skewed. And I’d bet t… https://t.co/TEy5I7KSqy",0
@TerminatorBarbi @xan_desanctis @jaketapper But yet here you are replying to his retweet.,0
@roxylicious1889 @AK90s @GlennHoddle @TonyCascarino62 @davejlee69 White heart lane,0
@JRubinBlogger @EdRedstateblues @mkraju Invasion of the Body Snatchers?,0
@AP Taliban for Peace,0
RT @OcktoBaringbing: Komik shonen banget si ini https://t.co/2fHR7fIq3s,0
